,Device_ID,Event_ID,Event_start_time,Tags,Free_text,Name_of_cat,Weight_of_cat,Tare_weight,min_sum,max_sum,mean_sum,std_sum,duration_of_event,max_10_dev,max_10_dur,Total_Tare_weight,hour_day
2199,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjphODc2OGU4OC05YmI0LTRlYzYtODk2OC0wNzNlYTlhNzk5ZDQ=,2020-12-19 13:12:52,"['cat in box', 'urination']","13:12:53	13:13:54	Confirmed activity, cat in the box, urination 
",Fender,5541,"[4945, 3032, 4444, 4084]",16534.0,23211.0,19186.40499161074,2732.0956140088747,119.17493100000274,16530.0,33.475,16505,13.2
2200,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjphOWU5NmViYi03NmY0LTQ0MDAtOGI3NS1lNWYzZjMxMjZhZWI=,2020-11-05 17:34:57,"['cat in box', 'urination']","Unit feet set to 5mm
",Fender,5476,"[3313, 3482, 3992, 2787]",14007.0,20176.0,17132.588877688173,2597.1770063764607,148.77494300000262,14010.0,31.1,13574,17.6
2201,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjphYTQzODAxNS01YWZkLTRkMTktYTk4ZS04Y2E0ODBiMDgzNmQ=,2020-12-19 14:07:04,"['non_elimination', 'cat in box']","14:07:02	14:08:02	Confirmed activity, cat in the box, non-elimination
",Fender,5522,"[4618, 3324, 4589, 4015]",16464.0,22643.0,19184.66964285714,2747.864565541039,117.574953000003,16540.0,39.175,16546,14.1
2202,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjphZGViMjkzMi05MmQzLTQwY2EtYjVlMi1hMjFmZGM5NTk4YmY=,2021-09-01 09:08:01,"['cat in box', 'non_elimination']","9:08:23	9:08:44	Confirmed activity, cat in box, non-elimination	8 second time drift
",Fender,5235,"[3097, 1824, 2390, 2397]",9579.0,18023.0,10831.723657024793,2121.4910948655124,96.7749440000025,9710.0,40.375,9708,9.1
2203,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiM2I5NjRkYS02ZTFkLTQzYWEtOWY2YS0xMDE3NTFjMzM1NjQ=,2020-12-11 11:17:45,"['cat in box', 'non_elimination']","11:17:48	11:18:12	Confirmed activity, cat in the box, non-elimination, jumped into box
",Fender,5567,"[4051, 3612, 2924, 3618]",14186.0,24150.0,15708.138988095237,2462.7876542844883,83.97497300000259,14190.0,47.175,14205,11.3
2204,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiM2Y2MTE0Mi0wYzg1LTRhZTctYWVmYy1lYWEyY2ExNjUwOTc=,2020-12-06 13:32:17,"['urination', 'cat in box']","13:32:20	13:33:58	Confirmed activity, cat in the box, urination 
",Fender,5543,"[3352, 3357, 4519, 3304]",14561.0,21414.0,17910.726923076923,2685.2601904730996,155.9749320000028,14560.0,50.675,14532,13.5
2205,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiMDExNWRhZS01MWFhLTQxZGUtOGY4Mi03NWI0MzdjMmQ3M2Y=,2020-12-10 12:39:47,"['cat in box', 'non_elimination']","12:29:47	12:40:47	Confirmed activity, cat in the box, non-elimination, cat grooming self in box
",Fender,5559,"[3893, 2931, 2863, 4796]",14470.0,20789.0,17174.462248322146,2764.1346053454454,119.17495699999932,14470.0,53.85,14483,12.7
2206,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiMDY1OTkyZS02NzYyLTQ3MTQtOTE4Yi1jMDEzYzNmYjk3NWM=,2020-11-29 10:19:09,"['defecation', 'cat in box']","10:19:21	10:21:04	Confirmed activity, cat in the box, defecation
",Fender,5516,"[5626, 1899, 4142, 2861]",14533.0,20996.0,17942.505261479593,2684.830783814445,156.77493300000287,14560.0,43.125,14528,10.3
2207,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiMjQ1MzBjZS1lMGE5LTQ3MDEtOWQ0Mi1mMjAxNzhhZTg5MjQ=,2021-01-06 09:13:14,"['urination', 'cat in box']",,Fender,5422,"[2708, 3299, 3043, 5069]",14118.0,20405.0,17115.218048878207,2689.059703722497,249.57496400000264,14150.0,51.475,14119,9.2
2208,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiMThjZDBiNi0yZjY4LTQzMTktYmU4Yy01YmJlOGYxZWM1ZWY=,2020-12-11 11:30:38,"['non_elimination', 'cat in box']","11:30:40	11:31:53	Confirmed activity, cat in the box, non-elimination	cat grooming self in box
",Fender,5557,"[4086, 3567, 2955, 3580]",14151.0,24330.0,17152.689759036144,2747.8621831898818,132.77493300000287,14190.0,47.975,14188,11.5
2209,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiNzBmMzFhYi04NzcxLTQ0MzEtODQwYy1iMDZiZWY4YTZmOTM=,2020-12-09 07:24:11,"['cat in box', 'non_elimination']","7:24:18	7:24:43	Confirmed activity, cat in the box, non-elimination
",Fender,5452,"[3109, 3793, 3739, 3365]",13981.0,20313.0,15389.84375,2282.7890465810588,83.97497300000305,14000.0,45.775,14006,7.4
2210,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiNzI3MTQ0OC1mZDcwLTQzMmMtYjY2Ni0xZGNmOTk4YzBlZGM=,2021-01-05 10:21:00,"['cat in box', 'non_elimination']",,Fender,5504,"[2818, 4413, 2545, 4502]",14272.0,20106.0,15215.831317204302,1980.2993305122498,74.37493099999938,14270.0,42.375,14278,10.3
2211,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiYjA1ZTMyOC00N2QxLTQwMTgtOTZmOS00ZDc4MWI1ODU1ZDI=,2020-12-30 15:50:19,"['urination', 'cat in box']",,Fender,5444,"[4557, 3628, 2699, 4222]",15113.0,21878.0,17962.30073302469,2690.5865649891402,129.57493300000306,15120.0,53.25,15106,15.8
2212,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiYjFjNmY3OS0xYjhkLTRlYTUtYmUxMy1jMmNiOWU3NmJlNTg=,2021-09-01 11:13:49,"['cat in box', 'non_elimination']","11:13:56	11:14:13	Confirmed activity, cat in box, non-elimination	7 second time drift
",Fender,4611,"[3120, 1803, 2422, 2372]",9392.0,22054.0,9911.563466494845,1146.6714585852292,77.5749470000028,9710.0,51.175,9717,11.2
2213,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpiZmRjNjdhZC03YmQwLTRmYzYtODE1NS00NDkxMGNjNzFhM2Y=,2020-11-24 11:48:29,"['non_elimination', 'cat in box']","11:48:41	11:48:50	Confirmed activity, cat in the box, non-elimination
",Fender,5579,"[4649, 2698, 4335, 1645]",13430.0,19477.0,14211.969803370786,1857.7368673047004,71.1749340000024,13430.0,26.75,13327,11.8
2214,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpjMTA1NjFiMC0yOWY4LTQ3ZjYtYmE1NS0zZjAzMWUyNjU4M2I=,2020-11-17 11:42:03,"['cat in box', 'non_elimination']","11/17/2020	11:42:34	1:43:14	Confirmed activity, cat in the box, non-elimination
",Fender,5542,"[4440, 2689, 4443, 2648]",14204.0,20553.0,16348.136072834646,2654.1517981453517,101.57499700000268,14200.0,34.975,14220,11.7
2215,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpjMTgzMzgyOS00NjllLTRlOTgtYjFiOS02Njc3OWM5N2IxYWY=,2020-12-27 06:00:22,"['urination', 'cat in box']","jumped into box
",Fender,5495,"[4683, 3641, 2731, 4158]",15229.0,23985.0,18482.031751336897,2686.370573735078,149.57493500000282,15230.0,53.6,15213,6.0
2216,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpjMzBhNjZhMC0zNDY2LTQ4OGUtOTA2NS1iZjAxMDAyNzRlMDg=,2020-12-09 13:25:11,"['urination', 'cat in box']","13:25:19	13:27:14	Confirmed activity, cat in the box, urination 
",Fender,5522,"[4439, 3082, 3645, 3303]",14481.0,21411.0,17993.780961981567,2609.2746565484103,173.5749990000029,14480.0,48.075,14469,13.4
2217,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpjMzc4ZjAxMy1lOTRkLTQ5ZGYtYTU4ZC03Mjc2YTBmNTRlNjU=,2020-12-18 07:04:29,"['non_elimination', 'cat in box']","7:04:39	7:05:04	Confirmed activity, cat in the box, non-elimination
",Fender,5747,"[4111, 4787, 2390, 5768]",17040.0,25315.0,18656.594626168226,2489.2042117419114,85.57493100000283,17050.0,48.0,17056,7.1
2218,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpjNDdiNmU1OC1mNDNlLTRkZWItODc5NC1jN2UyZGY1MzAzMjY=,2020-12-23 05:52:44,"['cat in box', 'non_elimination']",,Fender,5505,"[4716, 3974, 2563, 4727]",15967.0,21823.0,16769.95173611111,1886.0020612457063,71.97493100000293,15970.0,48.5,15980,5.9
2219,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpjNGUxZTc3OS1lNWMzLTQ4ZmUtODA0YS1hMWY5YmI0ZGEwYzU=,2021-01-04 10:10:55,"['defecation', 'cat in box']",,Fender,5419,"[3440, 3901, 2183, 5031]",14538.0,21252.0,18630.255923202614,2353.7747424105773,244.7749390000029,14580.0,30.025,14555,10.2
2220,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpjYjVmYzQ2YS0xYzU0LTRmNTAtOWY5Zi04ZjFjYzliM2M2NTU=,2020-12-28 12:22:04,"['urination', 'cat in box']","2 paws to cover
",Fender,5460,"[2646, 3738, 3632, 4903]",14911.0,21063.0,17653.187857142857,2583.5038086559925,139.97493900000245,14930.0,43.5,14919,12.4
2221,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkN2RkNjg5OS1kZmQ3LTQ5NjQtYmE4ZC1jMjNjMDYwYTI1Yjg=,2020-12-23 11:28:55,"['defecation', 'cat in box']",,Fender,5528,"[3886, 2897, 4395, 4513]",15705.0,22569.0,19757.35169860627,2439.191139051954,229.5749310000004,15710.0,30.425,15691,11.5
2222,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkNDVkN2I2Ni1hN2Y3LTQ4MTAtYjlmOC04ODNkZmU1NWM1ZGQ=,2020-11-07 06:05:12,"['urination', 'cat in box']","2020-11-07	6:05:19	6:06:50	Confirmed activity, cat in the box, urination  	Unit feet set to 5mm
",Fender,5501,"[4571, 2003, 3357, 3697]",13651.0,20317.0,16704.166263812156,2676.208149584299,144.77494700000307,13650.0,52.925,13628,6.1
2223,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkNTA3Yzg1MC02OWNkLTQ0ZTAtYjg2ZC03NGQwODhkNjUzY2Y=,2020-12-05 16:24:45,"['urination', 'cat in box']","16:24:44	16:26:21	Confirmed activity, cat in the box, urination 
",Fender,5527,"[4844, 2122, 3537, 4116]",14644.0,20897.0,17625.70514896373,2621.2992527835995,154.3749320000029,14640.0,39.475,14619,16.4
2224,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkNTg3OThjYS00NTljLTQ0ZGMtOGZlOC01MjIxYmJiNDJhZDM=,2020-12-04 08:50:19,"['urination', 'cat in box']","8:50:20	8:53:44	Confirmed activity, cat in the box, urination 
",Fender,5463,"[4081, 2917, 3787, 3016]",13882.0,22850.0,18093.709403323264,2303.207219825154,264.77498400000286,13880.0,47.625,13801,8.8
2225,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkNTJhZWNmNy1lODFkLTRiZDktYjA1Ni05MTdiMmVmYjVmYmU=,2020-10-14 12:53:00,"['cat in box', 'defecation']",,Fender,5551,"[4908, 1764, 3829, 4359]",14897.0,21482.0,18886.454241071428,2465.0560954840234,223.97493900000015,14900.0,47.25,14860,12.9
2226,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkYmZlZjcxZC04YWNmLTQ2ZTUtYjYxNi0wODhjMDc4ZWM5YjA=,2020-12-25 15:23:54,"['urination', 'cat in box']",,Fender,5559,"[4042, 2460, 3343, 5538]",15406.0,22172.0,19591.548185483873,2381.2267496070717,247.9749360000028,15410.0,42.2,15383,15.4
2227,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkYTRlNzg3NS03MGUxLTQ1MDktODEwYi05NjdiMDI4ODM5N2M=,2020-11-27 06:18:13,"['urination', 'cat in box']","6:18:24	6:19:30	Confirmed activity, cat in the box, urination 
",Fender,5460,"[4422, 3466, 4048, 3201]",15182.0,21318.0,17880.728145424837,2672.6902532883764,122.37495400000296,15180.0,30.3,15137,6.3
2228,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkYzgxN2RhYy1mMWI3LTQyMzctOWM0NS0xMWFiYzQ1NjczZWI=,2020-11-24 11:52:08,"['non_elimination', 'cat in box']","11:52:17	11:52:46	Confirmed activity, cat in the box, non-elimination
",Fender,5581,"[4706, 2685, 4411, 1629]",13454.0,19657.0,15101.540056818181,2480.861364770522,87.97493700000314,13460.0,26.475,13431,11.9
2229,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkYzUzYmYyYi0zNzkwLTRkNTMtOWQyOS1kY2VjYmVmODIyOWU=,2020-11-27 12:52:59,"['urination', 'cat in box']","12:53:15	12:55:22	Confirmed activity, cat in the box, urination 
",Fender,5106,"[4575, 3735, 3895, 2600]",14898.0,21566.0,18537.129521276594,2451.9755194762756,187.9749500000028,15060.0,23.825,14805,12.9
2230,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkZjk2MjFmYi01NDRlLTRmYzQtYWIzOC1kMjNlMTEwM2NhZGE=,2020-12-02 06:54:26,"['urination', 'cat in box']","6:54:50	6:56:00	Confirmed activity, cat in the box, urination 
",Fender,5477,"[3171, 3270, 4307, 3545]",14233.0,20548.0,16865.474922839505,2591.0930137924347,129.57497399999932,14330.0,54.275,14293,6.9
2231,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpkZTJjYzljZS03YWFhLTRmYzQtYTNmMi0yZTgwYTYxNWYxZTk=,2020-12-17 13:31:45,"['cat in box', 'urination']","13:31:51	13:32:39	Confirmed activity, cat in the box, urination 
",Fender,5565,"[4388, 4704, 2094, 5838]",17024.0,24206.0,19311.898557692308,2709.0852326189492,103.97493499998927,17030.0,42.35,17024,13.5
2232,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjplMGM5NzE3Mi02NDAxLTRjNGQtOGVmMi1hZjZlYzE4OWNhNzA=,2020-12-11 13:32:21,"['non_elimination', 'cat in box']","13:32:21	13:34:18	Confirmed activity, cat in the box, non-elimination,	cat grooming self in box, jumped into box
",Fender,5587,"[4391, 3201, 2536, 4082]",14198.0,23861.0,17870.617539414416,2649.9294629830183,177.57493499998918,14200.0,53.9,14210,13.5
2233,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjplMmFhZWI2MS1jZTBiLTRjZjEtYjBjMC0wODk3ZWVjZmQ0NmE=,2020-11-24 23:33:06,"['urination', 'cat in box']","23:33:19	23:34:16	Confirmed activity, cat in the box, urination 
",Fender,5491,"[4542, 2584, 4700, 1682]",13550.0,23931.0,16197.632227891156,2721.868025827553,117.57493899999928,13550.0,40.275,13508,23.6
2234,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjplMzNjNmRjOC0zOTNlLTQyMzMtYTliOC0wZWViYzJkY2EyNTY=,2020-12-21 14:40:34,"['defecation', 'cat in box']",,Fender,5560,"[3507, 3844, 4773, 4109]",16231.0,22825.0,20210.91043814433,2386.914478093747,232.7749300000001,16230.0,30.875,16233,14.7
2235,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjplNDFlYTRjNy02OWQyLTRlOGQtYjZlNS1mZThhNTViNmMwN2Q=,2020-12-18 15:05:48,"['cat in box', 'defecation']","15:05:43	15:08:14	Confirmed activity, cat in the box, defecation
",Fender,5554,"[4458, 4271, 2858, 5132]",16715.0,23743.0,20666.33846153846,2513.054377874409,207.9749349999994,16730.0,49.95,16719,15.1
2236,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjplNTljYWI0MS00Y2NjLTRlYTctODcxYi01N2NiNGYwOWM0MTY=,2020-11-19 17:21:46,"['defecation', 'cat in box']","11/19/2020	17:21:48	17:24:53	Confirmed activity, cat in the box, defecation
",Fender,5555,"[5027, 2791, 3200, 2888]",13927.0,23284.0,18091.99786237785,2391.0666348602754,245.5749299999993,13930.0,53.3,13906,17.3
2237,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjplZDhlMjI0MS1mZjZmLTRiODItYjNhMS1jMDU1NjE4YTUxMWU=,2020-11-05 10:52:05,"['cat in box', 'non_elimination']",,Fender,5583,"[4756, 2261, 4455, 2292]",13749.0,19987.0,16298.083846830987,2743.8660313402274,113.57497500000272,13750.0,53.125,13764,10.9
2238,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpmMjMyMmU2Zi1hYmVkLTRjNGEtYmNlOC00NTVlMzhhMjY3Yjk=,2021-01-06 14:01:12,"['defecation', 'cat in box']",,Fender,5412,"[2736, 3266, 3316, 4830]",14173.0,21030.0,18532.300095419847,2136.8871136715943,314.3749410000028,19580.0,49.475,14148,14.0
2239,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpmNGEwNWY0Ny03ZDBkLTQwNTItYTEzZS01NTI0ODBlYjUzM2M=,2020-12-18 16:29:40,"['cat in box', 'urination']","16:29:37	16:30:48	Confirmed activity, cat in the box, urination 
",Fender,5503,"[4299, 4945, 3129, 4353]",16743.0,23529.0,19715.60199386503,2743.45014790572,130.3749310000028,16750.0,45.775,16726,16.5
2240,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpmNGYxZDA3ZC01MWUxLTRlMjUtOTFmZC01Yzk5NWRmZTlmYjY=,2020-11-24 14:53:35,"['cat in box', 'urination']","14:53:45	14:54:39	Confirmed activity, cat in the box, urination 
",Fender,5546,"[4699, 2410, 4620, 1681]",13512.0,20094.0,15945.736762152777,2718.487076114648,115.17495300000292,13510.0,28.1,13410,14.9
2241,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpmNjZkMmEwNy1hODNjLTQ4ZjQtOTQ5MC0wNTBhMGNjZDc1Njk=,2020-12-10 09:14:00,"['urination', 'cat in box']","9:14:11	9:15:30	Confirmed activity, cat in the box, urination 
",Fender,5444,"[3916, 2985, 2875, 4675]",14487.0,21192.0,17539.154094827587,2677.7602956180235,139.1749379999892,14490.0,41.75,14451,9.2
2242,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpmYTIyODEwNS0xOTg0LTRiZjgtODJmNS1iY2QzMDQ2NDk0ZDI=,2020-12-31 12:42:57,"['urination', 'cat in box']","jumped into box
",Fender,5476,"[4497, 4734, 2378, 3414]",15020.0,23560.0,17549.51396276596,2724.994825696245,112.77494699999929,15030.0,49.925,15023,12.7
2243,VA00000000000057,RXZlbnRJbmZvcm1hdGlvbjpmZjdiY2IyNi04NjM0LTQ5NWItOTIyOS0zODI5YzYwMjk0NzA=,2020-12-02 12:07:38,"['cat in box', 'non_elimination']","12:08:01	12:08:37	Confirmed activity, cat in the box, non-elimination
",Fender,5335,"[4815, 3816, 3004, 2616]",14246.0,20339.0,16154.176377118643,2530.440726397287,94.37495600000284,14250.0,31.725,14251,12.1
2244,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0M2IxMjk3Mi00ZWZiLTRlMWQtODQ3MC02MmZkZDJmODM2ZDM=,2021-01-01 21:19:36,"['urination', 'cat in box']","21:19:47	21:21:29	Confirmed activity, cat in the box, urination 
",Husker,5564,"[1027, 4295, 2937, 5526]",13817.0,20029.0,17191.435728092783,2709.699109159697,155.1749470000027,13830.0,35.95,13785,21.3
2245,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0MjVlNTExNy0yYzEyLTQ2OTUtODFhYS04NDA1Y2VhM2YwOTY=,2021-02-16 14:23:01,"['urination', 'cat in box']","14:23:03	14:24:46	Confirmed activity, cat in the box, urination 
",Husker,5549,"[2520, 3604, 2703, 3758]",12597.0,18943.0,16044.626865671642,2685.868563030495,160.77493100000265,12600.0,48.675,12585,14.4
2246,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0MmMxNmQwMy02MzJkLTQzZjMtOWY1Mi0xMmE0MjU4MDQxODY=,2021-01-26 05:48:07,"['urination', 'cat in box']","5:48:12	5:49:27	Confirmed activity, cat in the box, urination 
",Husker,5547,"[2998, 2625, 4172, 3465]",12808.0,22526.0,16323.192613636364,2765.3115021534177,131.97495600000275,13300.0,38.275,13260,5.8
2247,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0NjVlNzEwNi01M2M5LTQyZTQtODZiYS05YzhkZDYzNzlhOWI=,2021-01-26 06:34:25,"['defecation', 'cat in box']","6:34:28	6:37:11	Confirmed activity, cat in the box, defecation
",Husker,5527,"[2866, 3464, 3907, 3084]",13338.0,20008.0,17342.46388134058,2467.419796625102,220.77494300000015,13350.0,38.85,13321,6.6
2248,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0NzJkMDMzZC1kNWM0LTQ4NjMtODljYS0wYzMzM2FkNDU1OWY=,2021-01-05 20:44:44,"['cat in box', 'urination']","20:44:37	20:46:12	Confirmed activity, cat in the box, urination 
",Husker,5514,"[736, 3445, 2915, 5993]",12926.0,20881.0,16415.188822751323,2708.1445877904084,151.17495700000268,13120.0,40.475,13089,20.7
2249,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0NzUxYzlhMy02NDdjLTRhMjMtYjM1OC1iZDc1YTA5MzJkNDY=,2021-01-31 06:34:10,"['cat in box', 'urination']","6:34:05	6:36:52	Confirmed activity, cat in the box, urination 
		
",Husker,5202,"[2801, 2960, 3500, 3676]",12959.0,19502.0,16672.94288003663,2506.1828943634,218.37496600000304,13100.0,26.85,12937,6.6
2250,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0ODA3MmMwNS1iNjVmLTQ3ZjEtODdlOS00MGY2Y2IzMzJiMmI=,2021-01-05 06:31:13,"['urination', 'cat in box']","6:31:00	6:34:03	Confirmed activity, cat in the box, urination 
",Husker,5491,"[1987, 3229, 2113, 6021]",13328.0,19895.0,17159.261772260274,2489.654696914548,233.57494400000317,13380.0,39.85,13350,6.5
2251,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0OGFjMDRlYi0wYzM4LTRiNDUtYTA5Mi00YTkyMjZjMDJmN2Q=,2021-01-08 07:07:59,"['cat in box', 'defecation']","7:07:58	7:11:30	Confirmed activity, cat in the box, defecation
",Husker,5501,"[1617, 3563, 3336, 4264]",12764.0,19247.0,16995.92416044776,2328.1589086731597,267.9749430000029,12810.0,42.6,12780,7.1
2252,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0OWRjMTk1MS0xY2Q2LTQwMzMtYjY3OC1jYjc3MmExMGQyNjY=,2021-01-15 06:48:04,"['urination', 'cat in box']","6:48:07	6:49:33	Confirmed activity, cat in the box, urination 
",Husker,5546,"[1787, 2065, 3756, 5522]",13150.0,19858.0,16346.77986111111,2725.561340994184,143.9749289999993,13150.0,40.175,13130,6.8
2253,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0YmIxYzVmNi0zNWRkLTRkYjQtOTkyMi0yMDdhZTI1NzEyOTU=,2021-09-02 16:16:42,"['urination', 'cat in box']","16:16:49	16:17:41	Confirmed activity, cat in the box, urination
",,5341,"[701, 2292, 2098, 4376]",9321.0,15498.0,11619.6609375,2454.3189662904606,111.97494200000278,9480.0,30.725,9467,16.3
2254,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo0YWExOGIxNi1kOGMyLTRlNzctOTEyZC0wNjBmZTRlMjdjNmI=,2021-01-27 16:07:43,"['urination', 'cat in box']","16:07:37	16:09:01	Confirmed activity, cat in the box, urination 
",Husker,5621,"[3018, 2001, 4281, 4181]",13482.0,19959.0,16610.545,2755.5186640296542,139.97494800000277,13510.0,28.975,13481,16.1
2255,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo1MTQzOGFhNC0wMWJhLTRmYWQtYmQxNi1lNDIzYzRkNmU1YTM=,2021-01-25 06:35:18,"['defecation', 'cat in box']","6:35:20	6:39:20	Confirmed activity, cat in the box, defecation
",Husker,5533,"[4126, 2442, 3723, 3210]",13502.0,22984.0,17789.949764784946,2260.0795823870703,297.574949000003,13510.0,46.375,13501,6.6
2256,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo1NGI2MTA3MC1iYWIxLTQxMjAtYWE2MS1hZWQyMWMzZjZkYTk=,2021-01-11 06:39:42,"['cat in box', 'urination']","6:39:40	6:40:55	Confirmed activity, cat in the box, urination 
",Husker,5397,"[1498, 2321, 4481, 5746]",14126.0,21879.0,16945.7466796875,2658.0441879229033,127.9749360000028,14130.0,32.025,14046,6.7
2257,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo1NTZiMmJlMS02Y2RkLTQ3NzMtODBmZC1hN2M1YjI2ODg0MzY=,2021-09-04 04:52:10,"['urination', 'cat in box']","4:52:12	4:53:33	Confirmed activity, cat in the box, urination	

in and out 2 times
",,4972,"[821, 2452, 2102, 3931]",9272.0,15635.0,11759.84676846591,2371.2191328402237,140.77494600000273,9330.0,51.45,9306,4.9
2258,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo1OWZmODhmMi0zOWU2LTRlYTktYTFmMy1hMTI2OGZhMDc1NmU=,2021-01-01 21:30:56,"['cat in box', 'non_elimination']","21:31:27	21:35:33	Confirmed activity, cat in the box, non-elimination
",Husker,5510,"[1103, 4025, 2891, 5808]",13612.0,20636.0,18080.18859375,2339.075065044661,319.9749310000027,13870.0,35.925,13827,21.5
2259,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo1Y2E2NjE5MC1lODFiLTQ1OTYtOGEzMi0xZGJjYzhlYjkxYmM=,2021-09-20 14:35:59,"['cat in box', 'urination']","14:35:45	14:36:43	Confirmed activity, cat in the box, urination
",Husker,5500,"[2189, 3232, 4180, 4709]",14315.0,20478.0,16361.613378099173,2645.025497957016,96.77494599998818,14320.0,39.9,14310,14.6
2260,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo1Y2I2MmI5NC0yMjk5LTQ4ZjUtYTM2MS0xNTk2NDYxNjEzMzU=,2021-01-10 06:57:25,"['non_elimination', 'vomit', 'cat in box']","6:57:28	6:58:37	Confirmed activity, cat in the box, non-elimination	vomit
",Husker,5505,"[2838, 3972, 3794, 3828]",14411.0,21475.0,17298.3142578125,2737.2144727817167,127.97493100000015,14420.0,33.375,14432,6.9
2261,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo2ZmJjMjBhYi1jZmY1LTQ5OGUtOWU2Zi1hOTA3YmY1YmQ2OWI=,2021-01-10 16:02:26,"['urination', 'cat in box']","16:02:30	16:03:53	Confirmed activity, cat in the box, urination 
",Husker,5533,"[1705, 2720, 4652, 4799]",14056.0,20834.0,17105.64536516854,2644.05073195627,142.374937000003,14060.0,30.2,13876,16.0
2262,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo2ZTc4ZmQ3Yi0xZmY4LTQ2YzAtYTc3Yi0yMWI2MTRmOTZhM2U=,2021-01-22 13:47:11,"['cat in box', 'non_elimination']","13:47:10	13:48:47	Confirmed activity, cat in the box, non-elimination
",Husker,5628,"[3728, 1626, 4084, 4386]",13802.0,20286.0,16041.763853092783,2203.8992565332956,155.17493100000274,13810.0,30.5,13824,13.8
2263,VA00000000000058,RXZlbnRJbmZvcm1hdGlvbjo3MmEzNTAyMS05ZDkxLTQ2NDEtYTc2Ny04ZmY5NDZkZjgxZWQ=,2021-02-07 06:40:00,"['defecation', 'cat in box']","6:40:04	6:44:09	Confirmed activity, cat in the box, defecation
",Husker,5560,"[1744, 2458, 6017, 3768]",14020.0,22014.0,18449.67200134771,2239.8865635571096,296.77493100000265,14030.0,35.925,13987,6.7
