,Device_ID,Event_ID,Event_start_time,Tags,Free_text,Name_of_cat,Weight_of_cat,Tare_weight,min_sum,max_sum,mean_sum,std_sum,duration_of_event,count_max_shift,count_min_shift
4311,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjMGQ1Yjk1Ny1jMTI2LTQwYmYtODUwNC0yMjQxYzRkMjkyOTA=,2020-12-14T04:56:07-06:00,"['non_elimination', 'cat in box']","4:56:00	4:56:27	Confirmed activity, cat in the box, non-elimination
",Vienna,4896,"[124, 339, 1424, 2283]",4165,9227,5176.057617,1941.924488,76.774951,3,2
4312,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjMjIyM2EzYS0zODU1LTQ3M2YtYjVlYS1mZDYzZWE4ZDJlOTA=,2020-12-20T00:04:39-06:00,"['cat in box', 'urination']","0:04:30	0:05:59	Confirmed activity, cat in the box, urination  
",Vienna,4901,"[278, 1245, 662, 2884]",5108,10701,7869.303468,2429.458678,138.37495,24,18
4313,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjMTM1MTY3OS0wZTcwLTQ4NTgtOGZlMC1iYWY4ZDBjYTYzM2E=,2020-12-15T01:55:11-06:00,"['cat in box', 'non_elimination']","1:55:11	1:55:48	Confirmed activity, cat in the box, non-elimination
",Vienna,4944,"[812, 1374, 698, 951]",3830,9325,5524.46875,2298.455537,93.574949,5,3
4314,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjNGFkMjJhZS1kYWM5LTQ0ZmMtYjZjNS04OTkxMzRmNjg5M2E=,2021-09-21T04:18:16-05:00,"['non_elimination', 'cat in box']","4:18:16	4:18:37	Confirmed activity, cat in the box, non-elimination",Vienna,5171,"[929, 1283, 1381, 1461]",4868,10713,6230.943497,2113.858879,78.978828,5,6
4315,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjNGI5NTlhZS1jMGI5LTQwZmYtOTIyOS0zZTA5N2I5NWM3ZTM=,2020-12-11T17:57:00-06:00,"['non_elimination', 'cat in box']","17:56:57	17:57:19	Confirmed activity, cat in the box, non-elimination, jumped out of box
",Vienna,5030,"[163, 358, 1451, 2205]",3569,15815,5401.44125,2139.741226,79.974941,8,5
4316,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjNjNkYTJhOS1iODI4LTRkYjYtYTYwNy1hNzBmYmZlNjljMGQ=,2021-09-01T10:31:33-05:00,"['cat in box', 'non_elimination']","10:31:30	10:31:31	Confirmed activity, cat in the box, non-elimination",Vienna,9095,"[-1148, 446, -913, 934]",-949,13598,-530.364984,1012.145425,62.25606,5,7
4317,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjNTcyM2YxMy1lMTYxLTQ5MTUtYTJkMC04YTQ1YmRmZDY5NTI=,2021-09-01T13:04:05-05:00,"['cat in box', 'non_elimination']","13:04:03	13:06:17	Confirmed activity, cat in the box, non-elimination	Sitting in box",Vienna,5131,"[-1101, 396, -876, 898]",-694,5014,2836.861829,2373.166009,193.169948,9,8
4318,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjOGU0ZWFlZi1kNDBmLTQ5MTUtYTkyMi02OTcxNThmMzg3Mzk=,2020-12-19T10:24:09-06:00,"['cat in box', 'defecation']","10:24:00	10:28:19	Confirmed activity, cat in the box, defecation
",Vienna,4897,"[59, 1637, 687, 2675]",5001,11099,8712.335717,2071.935177,311.174944,54,102
4319,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjOWQ1OTNjMy02ZTA5LTQ2OGYtYTFhYS1lM2ZhODg4MzJlZjI=,2020-12-21T14:56:29-06:00,"['cat in box', 'urination']","14:56:25	14:57:47	Confirmed activity, cat in the box, urination  
",Vienna,4917,"[-456, 1423, 2180, 1398]",4520,10242,7372.245431,2408.314532,136.774937,68,4
4320,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjY2FhOTVmNS1kZTU1LTQ0ZWQtOWNjZS1hZDJmYWFjYmUyZDU=,2020-12-23T19:51:51-06:00,"['cat in box', 'urination']",,Vienna,4881,"[293, 1713, 906, 1697]",4626,9933,7261.469873,2419.386118,133.574932,32,5
4321,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjYjFjY2VmYS05YTA3LTQ0MTItYTA4Mi1kOWUwZmRjYTFjNjY=,2020-12-22T12:16:54-06:00,"['non_elimination', 'cat in box']","12:16:45	12:17:08	Confirmed activity, cat in the box, non-elimination
",Vienna,5060,"[1034, 1637, 671, 1501]",4829,10114,5526.925913,1684.610319,71.174942,0,14
4322,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjZGFmMTMwOC00OTE0LTRlYjEtOTQ5OC04YTgwOTllOTkxOWY=,2020-12-12T10:59:48-06:00,"['non_elimination', 'cat in box']","10:59:44	11:00:27	Confirmed activity, cat in the box, non-elimination
",Vienna,5024,"[1081, 1095, 976, 1017]",4155,9963,5836.354587,2184.146858,99.174935,7,38
4323,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpjZjUxYjM5ZC05MDNhLTRjNWItOWVmMC0zMTUyOWIyYzM3MmU=,2020-12-13T18:00:36-06:00,"['cat in box', 'urination']","18:00:28	18:02:02	Confirmed activity, cat in the box, urination  
",Vienna,4898,"[162, 473, 1377, 2083]",4128,9507,6945.162674,2408.169162,143.974937,56,34
4324,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkNDEwYzJjNi1jNjQ2LTQ4N2QtYTM4Yy1lNDgxZmM5OThiMDk=,2020-12-23T09:13:33-06:00,"['cat in box', 'non_elimination']",,Vienna,5022,"[252, 1750, 910, 1680]",4586,9803,5284.691362,1679.370198,71.174974,5,0
4325,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkODQ1YTI5My02NTQxLTRkNWMtYjc5ZS1hYmUxNWM3M2Q2ZTQ=,2021-09-01T09:37:10-05:00,"['cat in box', 'non_elimination']","9:37:06	9:40:14	Confirmed activity, cat in the box, non-elimination	Sitting in box",Vienna,5041,"[-1190, 498, -959, 989]",-668,7199,3137.497782,2156.315753,247.49851,11,26
4326,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkOWQxNThhNC03YWMwLTRlZTUtOGViNC1iY2VlMDc0OGNkNjA=,2020-12-05T11:11:13-06:00,"['cat in box', 'defecation']","12/5/2020	11:12:02	11:13:42	Confirmed activity, cat in the box, Defecation	Unit feet set to 5mm
",Vienna,4861,"[848, 1268, 976, 1152]",4232,10032,7293.827043,2309.765159,207.974938,83,83
4327,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkY2JjOTM4MC05MzMyLTQxYTAtOTg4MS0xMTZjMmJiOWIxNmM=,2020-09-01T13:21:21-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']",,Vienna,4858,,3937,9110,5019.33125,1992.314632,59.974957,8,7
4328,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkYjhkZGFiOC0xMzQ0LTRkYmItYTFiNC01ZjVhOWQ3ZjdiZGQ=,2020-12-05T16:58:21-06:00,"['cat in box', 'urination']","12/5/2020	16:58:21	17:00:33	Confirmed activity, cat in the box, urination  	Unit feet set to 5mm, left and came back 1 time
",Vienna,4863,"[1049, 1386, 871, 953]",4003,9745,7492.785826,2281.26124,191.174931,64,59
4329,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkYjY1Y2RjMS1mYjFlLTRlMDctYWQyNy1kYjcyMzBhZTA1ODQ=,2020-12-09T21:48:14-06:00,"['cat in box', 'non_elimination']","12/9/2020	21:48:18	21:49:25	Confirmed activity, cat in the box, non-elimination	Unit feet set to 5mm, left and came back 1 time, cat exited out of the side of box (opposite of battery tray)
",Vienna,4965,"[1595, 961, 541, 1365]",4452,9891,6447.59395,2309.044357,124.774939,40,50
4330,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkYzk5ZGQyZS0zNTdjLTQ1MTctODA5Yy1lYjg1ZjRiOTE3ODU=,2020-12-03T11:29:41-06:00,"['cat in box', 'cat on edge of box', 'non_elimination']","12/3/2020	11:29:41	11:29:46	Confirmed activity, cat in the box, non-elimination, cat on edge of box	Unit feet set to 5mm, started on edge of box then into box, Jumped out of box
",Vienna,5200,"[883, 1301, 192, 1314]",3033,15229,3956.743599,1119.19195,66.374949,27,13
4331,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpkZWI0MDk5Yi0xMDIxLTQ5M2ItYjE0ZC02N2Y3ZDhiMDE5MjA=,2020-12-08T11:07:27-06:00,"['cat in box', 'urination']","12/8/2020	11:09:54	11:11:57	Confirmed activity, cat in the box, urination  	Unit feet set to 5mm
",Vienna,4862,"[774, 197, 1229, 1763]",3952,9505,7102.266354,2327.118926,325.574943,161,187
4332,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplMjk3MGY4Ny00NmQxLTQ2MGItOTZlOS1hZGUyOWQ4MmUwYzU=,2020-12-06T05:01:14-06:00,"['cat in box', 'non_elimination']","12/6/2020	5:01:14	5:02:30	Confirmed activity, cat in the box, non-elimination	Unit feet set to 5mm
",Vienna,4843,"[1360, 1909, 302, 715]",4273,9819,6938.709263,2403.950764,134.374932,38,32
4333,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplMmM5NmIyOC03NzQ1LTRjOGMtYmRlYS1hNDc0NDUzNzVjOWE=,2020-12-24T02:22:53-06:00,"['non_elimination', 'cat in box']","in and out
",Vienna,4910,"[785, 1776, 296, 1786]",4638,9834,5965.897837,2006.830181,103.974932,19,9
4334,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplN2RhY2MzZi1jODc2LTQ1NGEtYmM2YS02ZDBlMjk3MWIyMDg=,2020-12-22T15:44:36-06:00,"['non_elimination', 'cat in box']","15:44:37	15:44:53	Confirmed activity, cat in the box, non-elimination
",Vienna,5057,"[591, 1626, 932, 1690]",4837,10150,5692.392663,1830.15764,73.574937,14,39
4335,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplOGEwNGU5MS01ZGM1LTQwMDYtYjEwYi1mY2E1ZjUyZDBmNDE=,2021-09-02T00:36:40-05:00,"['cat in box', 'non_elimination']","0:36:36	0:36:42	Confirmed activity, cat in the box, non-elimination",Vienna,5353,"[-1075, 351, -843, 866]",-703,4991,-290.496988,1339.333241,66.238118,3,9
4336,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplZjk3ZDhhNi02ZDYzLTQ4ZTktYTMxYS04NTJiNjc1Y2NlMmY=,2020-11-08T02:53:24-06:00,"['non_elimination', 'cat in box']","Unit feet set to 5mm
",Vienna,4749,"[634, 2023, 708, 1997]",5358,10419,5765.70731,1101.728648,89.574932,4,10
4337,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplZjM0ZWE2My04MWRkLTRiYTgtODEyMi1jMTIyMjgzM2U2OWU=,2021-09-01T10:23:46-05:00,"['cat in box', 'non_elimination']","10:23:41	10:25:10	Confirmed activity, cat in the box, non-elimination	Sitting in box, 5s drift",Vienna,5041,"[-1123, 430, -896, 923]",-672,6187,2327.406586,2472.506569,148.480719,3,1
4338,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplZmMzZTMyZC0wYTJkLTQwYjMtOGRmYy00YjZmZTU5NTZiNzA=,2020-12-14T19:27:17-06:00,"['cat in box', 'urination']","19:27:10	19:28:40	Confirmed activity, cat in the box, urination  
",Vienna,4905,"[287, 1147, 1046, 1314]",3806,9271,6188.214107,2347.879964,139.974943,73,6
4339,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplZTg1Zjc4Ny05MmZhLTQ0ZGQtODA1Ny1mYjA2MzU1NzZmMzc=,2020-12-11T15:04:47-06:00,"['urination', 'cat in box']","15:04:44	15:06:12	Confirmed activity, cat in the box, urination  
",Vienna,4893,"[241, 539, 1583, 1797]",4071,9977,7022.098019,2405.767742,146.374941,63,30
4340,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjplZWZkN2M4ZS1hOTI3LTQ2MDMtYmQ2MS1kNzdlMmQ0Y2Q4NDA=,2020-12-11T17:53:01-06:00,"['non_elimination', 'cat in box']","17:52:58	17:53:17	Confirmed activity, cat in the box, non-elimination
",Vienna,5010,"[170, 350, 1462, 2206]",4175,9775,5159.952148,1929.241574,76.774941,11,7
4341,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmMTBmMDZiNC0xNDE3LTQ2ZWEtYWM4NC03NjRmMjE2OWMyNDY=,2020-12-15T14:30:14-06:00,"['non_elimination', 'cat in box']","14:30:18	14:30:44	Confirmed activity, cat in the box, non-elimination, jumped into box
",Vienna,5050,"[221, 1247, 366, 1787]",3607,13938,5079.712963,2252.710604,86.374942,4,17
4342,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmN2FhZTI4OS01Y2UwLTRjNGUtOGZjOC1jNjFlOTYyODQ3Mzg=,2020-12-06T11:07:02-06:00,"['cat in box', 'non_elimination']","12/6/2020	11:06:59	11:07:23	Confirmed activity, cat in the box, non-elimination	Unit feet set to 5mm
",Vienna,5072,"[684, 1670, 834, 1062]",4233,9547,5364.252841,2040.222615,79.174948,7,0
4343,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmODkwZWY4YS00OGY3LTRlYjktOTMxNC00YWEyMGQ1YWQ3ZGM=,2020-12-15T03:11:18-06:00,"['urination', 'cat in box']","3:11:14	3:12:25	Confirmed activity, cat in the box, urination  
",Vienna,4833,"[800, 1357, 719, 962]",3848,9522,6309.851008,2405.580522,123.974947,46,15
4344,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmY2M5YWQwZS01YThjLTQwN2EtOWRkMi1jNjZhNjk0OGM1MTY=,2020-09-02T02:34:27-05:00,"['cat in box', 'synapse_labeled', 'elimination', 'defecation']",,Vienna,4791,,3691,11163,6915.838158,2337.368362,151.974937,32,50
4345,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmYTI3MjE1ZS04ZTQ4LTRiNWItYmU1MC1iMWZmZTIwOWRmNTU=,2020-09-02T11:09:20-05:00,"['cat in box', 'synapse_labeled', 'elimination', 'defecation']",,Vienna,4600,,4057,9423,7258.940265,2081.787803,180.774952,78,30
4346,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmYTljYTdjZi1iYWUxLTRjZGEtYjVkNi02OWNkNmMwODA2ZWE=,2021-09-21T12:56:47-05:00,"['urination', 'cat in box']","12:56:49	12:57:44	Confirmed activity, cat in the box, urination",Vienna,5057,"[785, 1250, 1113, 1681]",4826,10616,7196.85194,2495.683531,115.660319,48,18
4347,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmYTZjZTQ5ZC03OWEzLTQ4NGItOTIzYy1lODJlOTljNGEwNGM=,2020-12-24T02:27:58-06:00,"['cat in box', 'urination']",,Vienna,4837,"[759, 1788, 296, 1802]",4654,10423,7126.170473,2409.32462,124.774946,15,17
4348,VA00000000000070,RXZlbnRJbmZvcm1hdGlvbjpmYzExOGJhNC1hODkxLTQ2MmMtOWQ2Zi04MWY1MGUwNDEzNTg=,2020-11-06T05:20:10-06:00,"['cat in box', 'urination']","Unit feet set to 5mm, cat jumped out of box
",Vienna,4802,"[159, 953, 889, 2013]",3936,11552,6734.902818,2381.498008,138.374946,53,15
4349,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo0NTY0ZDFjNC01YmU1LTRlNzEtODg4OS1kMmVjMWI2ZjdmNTQ=,2021-01-18T21:42:14-06:00,"['urination', 'cat in box']","21:42:22	21:43:34	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4602,"[2375, 1188, -2210, 3272]",4628,10034,7090.2883,2289.927569,131.174938,9,0
4350,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo0OWNiOTZhNS0xYTRhLTQxMDgtYWEwMS03ZDI3Y2FiNzFmNmQ=,2021-01-30T18:02:43-06:00,"['urination', 'cat in box']","18:02:26	18:03:39	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4602,"[2047, 1203, -1824, 3643]",5067,10635,7223.603147,2289.725634,114.374968,0,2
4351,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1MGFlNWZkMi05NTkxLTQyOTgtOTdhNC0zYWU0YzQzNDJiMjQ=,2021-01-15T06:24:39-06:00,"['urination', 'cat in box']","6:24:44	6:26:01	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4562,"[2518, 1347, -1693, 2964]",5133,10582,7681.595556,2248.739277,138.374931,45,0
4352,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1MTY5ZGRhOC1kZDA5LTQ0ZTAtOTE5Zi02YTM1MWI4OTc0Yzk=,2021-01-31T10:42:58-06:00,"['cat in box', 'non_elimination']","10:42:56	10:43:04	Confirmed activity, cat in the box, non-elimination
",Mrs. Buttersworth,4881,"[956, 2194, -2835, 4653]",4967,10212,5118.101661,761.681905,63.174936,4,0
4353,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1NGZiODU3NS0yM2Q3LTRjNTktYTA3YS0xZDBkYmIyNTVkMTQ=,2021-01-26T06:47:09-06:00,"['urination', 'cat in box']","6:47:07	6:47:46	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4533,"[1875, 2154, -1919, 3580]",5703,10861,7278.769127,2151.009674,92.774934,0,0
4354,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1NzlkNjZmZi00YjZiLTQyMTMtOGQzZC1hODhhYjVmOThlYjg=,2021-01-13T06:13:25-06:00,"['urination', 'cat in box']","6:13:02	6:13:47	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4765,"[2927, 1623, -1124, 2892]",6321,11597,7430.70375,1944.698861,79.97495,0,2
4355,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1OGRhNmVkMC04ZGI1LTQ4YzktOWJmNC01YWVlMjlkZjhlZjg=,2021-01-15T01:22:49-06:00,"['cat in box', 'urination']","1:22:50	1:23:46	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4593,"[2495, 1389, -1702, 2953]",4605,13201,7287.129621,2296.673699,113.57503,17,0
4356,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1YjRhNjZmMS04MzVjLTQwZTctYTllNy0yOTM4M2I0Y2I3YjA=,2021-01-27T07:00:59-06:00,"['defecation', 'cat in box']","7:00:54	7:03:37	Confirmed activity, cat in the box, defecation
",Mrs. Buttersworth,4536,"[1549, 1400, -1879, 4458]",5542,11343,8869.557405,2023.970022,220.774945,2,0
4357,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1YmNiNGNmZS03Yzg5LTQyMDMtODc1Zi0yNzcxNTU5MzVlMmM=,2021-01-28T17:55:44-06:00,"['urination', 'cat in box']","17:55:44	17:56:36	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4589,"[1560, 1448, -1499, 3778]",5139,19021,7406.69357,2306.987717,111.174969,2,0
4358,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1YWQ3YzhkZS0yZTgyLTQ0ODctOTViMi1kMzAwYTNjYmJkZDA=,2021-01-20T20:26:47-06:00,"['urination', 'cat in box']","20:27:18	20:27:41	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4576,"[948, 1270, -2107, 4279]",4391,9613,6501.112762,2255.754099,114.374965,23,0
4359,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1YzRmMGE3Ny1mYWY3LTQ1ZWItOTBiNy0wZmY5MmVlNTM2ODQ=,2021-01-25T14:20:56-06:00,"['cat in box', 'urination']","14:20:49	14:21:42	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4614,"[2599, 1661, -2313, 3692]",5561,12853,7473.064,2261.750226,99.974934,0,0
4360,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1ZDA5MTVmZS1iNWZlLTRhYzUtYjBjMi0zM2E3NmU2N2ZlNjI=,2021-01-15T10:00:03-06:00,"['cat in box', 'urination']","10:00:03	10:00:46	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4560,"[1063, 1558, -990, 3711]",4887,11591,7056.743394,2171.074665,98.37498,0,22
4361,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo1ZWU4YjQ3YS1kNDQ3LTRlMTgtYmIxNy00ZjUyZjU0NjI4MzQ=,2021-01-24T00:29:18-06:00,"['urination', 'cat in box']","0:29:14	0:30:40	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4604,"[593, 1787, -443, 4084]",6272,11902,8651.813571,2085.306732,139.974976,0,38
4362,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo2MzcxZDg4Ni1mMmVhLTQ0ZTctYjVmYS0xMmU0MmUyMDY5OGI=,2021-01-16T22:32:59-06:00,"['cat in box', 'non_elimination']","22:33:03	22:34:44	Confirmed activity, cat in the box, non-elimination	attempted elimination
",Mrs. Buttersworth,4565,"[2010, 628, -972, 3255]",3734,19011,7807.242933,2241.737972,159.174932,57,42
4363,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo2Nzk2Yjc3OC1jYWExLTRmYzQtOWQ0Yy01MjcwNjBkYmZhNjk=,2021-01-12T18:10:49-06:00,"['urination', 'cat in box']","18:10:43	18:11:37	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4582,"[2910, 1754, -1124, 2772]",5747,19449,8330.690532,2291.514755,107.174933,5,0
4364,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo2NzQ5OTU1YS1kY2JmLTRhYWQtOWMyNS00Yzg2NDBiZDNiODI=,2021-01-28T01:02:58-06:00,"['cat in box', 'urination']","1:02:34	1:03:27	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4607,"[1606, 2093, -1846, 3612]",5464,11190,6942.192243,2138.968413,89.574934,6,0
4365,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo2NzZlNThiZi05YTE1LTQ2MzEtYTg4NC0zMTk0ZGUxNzM0MmU=,2021-01-19T14:17:01-06:00,"['urination', 'cat in box']","14:17:09	14:18:01	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4592,"[1833, 1037, -1988, 3651]",4530,10128,6040.615397,2153.339154,153.574972,0,7
4366,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo2OGIwZmQyMC1kZDYxLTRkYjMtOWE1OC1hNDZkZjc5YWE1YjU=,2021-01-01T13:29:19-06:00,"['urination', 'cat in box']","13:29:12	13:30:04	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4630,"[2104, 927, -333, 3337]",6028,11608,7527.0226,2162.559641,89.574932,8,0
4367,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo2Yzc3ZDJmMS0yYjBhLTRmZDMtODE2ZC0wMzE0OTcyMjlhZTE=,2021-01-19T06:20:47-06:00,"['cat in box', 'urination']","6:20:53	6:21:55	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4573,"[2241, 1225, -2131, 3299]",4642,10236,6868.739513,2277.577744,119.174931,11,0
4368,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo2ZjFkZWM3OS02ZjFmLTQ1ZWQtYjQ0ZS1hYjlkYTkxNTQzN2I=,2021-01-03T06:42:08-06:00,"['urination', 'cat in box']","6:43:00	6:43:55	Confirmed activity, cat in the box, urination, box against wall",Mrs. Buttersworth,4420,"[691, 3573, -2325, 559]",2483,8330,3998.385747,1951.781588,151.174931,0,0
4369,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3MDFiYmJkNy1jZmM2LTQwY2EtOWI1YS0xOGMyNTIxZGJkZDc=,2021-01-13T15:18:49-06:00,"['cat in box', 'defecation']","15:18:46	15:20:48	Confirmed activity, cat in the box, defecation",Mrs. Buttersworth,3883,"[1574, 3089, -2833, 569]",1410,8346,4226.415583,1849.077528,176.77495,22,4
4370,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3MDFlYjg0MS1hMmMxLTQzZjItYWQxZi1hYzFiZDU2MjlmYjU=,2021-01-25T23:17:57-06:00,"['non_elimination', 'cat in box']","23:18:02	23:20:15	Confirmed activity, cat in the box, non-elimination, attempted elimination
",Mrs. Buttersworth,4545,"[2250, 1805, -2280, 3881]",5327,18919,8826.207305,2119.131255,194.374931,16,0
4371,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3MjNiZWUzZi01NzAwLTQyODktOTU0NS1hMjJmN2E0ODljOWU=,2021-01-18T01:49:48-06:00,"['urination', 'cat in box']","1:49:49	1:50:46	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4609,"[1794, 816, -1348, 3517]",4785,10024,6835.284873,2278.377606,110.374935,8,0
4372,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3MzA3M2Y3NC1mZGE5LTRjYzItYjFjMC1mMTYyM2VhN2I3MTY=,2021-01-04T06:41:19-06:00,"['urination', 'cat in box']","6:40:33	6:41:24	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4902,"[2588, 255, -1215, 4040]",5413,12993,6221.208939,1491.799881,68.774934,4,0
4373,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3Njc4OGI3MS1mOWNjLTQzYzUtYjY5MC0wODQyYTAxMTIwZjU=,2021-01-31T23:18:19-06:00,"['cat in box', 'urination']","23:18:15	23:19:24	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4560,"[943, 2337, -2833, 4514]",4491,12134,7250.758018,2283.506337,121.574943,8,0
4374,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3NmI0NDZkMC01NjQyLTQ5OGUtYjI3Mi0yZjg2NjQ2OTQzM2Y=,2021-01-21T18:05:35-06:00,"['cat in box', 'urination']","18:05:30	18:06:09	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4582,"[1581, 1410, -2087, 3395]",4303,9690,5926.422934,2182.308937,94.374936,0,0
4375,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3OWFkODRmOS02ZTMwLTQzNDctYTQ1ZS1jNjY0MWMxYjUzMjg=,2021-01-24T12:56:10-06:00,"['cat in box', 'urination']","12:56:10	12:57:00	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4586,"[1131, 1536, -1547, 4642]",5755,11192,7745.164944,2269.562183,106.374943,21,0
4376,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3YmU1YWQ1Ni0xYjFkLTRlNDItOTM1YS04YTE1ZmU1MGZhZmI=,2021-01-27T18:31:20-06:00,"['cat in box', 'urination']","18:31:13	18:32:19	Confirmed activity, cat in the box, urination 
",Mrs. Buttersworth,4607,"[1674, 1996, -2149, 3940]",5456,11576,7766.996299,2305.691564,121.574948,41,0
4377,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3YThiYmNlNy03NDY4LTQ4ZmItOTZkZS0zMWMxY2MxNTA3ODc=,2021-01-02T21:01:42-06:00,"['urination', 'cat in box']","21:01:52	21:02:43	Confirmed activity, cat in the box, urination, box against wall",Mrs. Buttersworth,2356,"[548, 3495, -2110, 558]",2425,8071,3865.37333,1673.436419,104.774931,0,0
4378,VA00000000000072,RXZlbnRJbmZvcm1hdGlvbjo3ZDdiYmRkYy03NDZmLTQxYTUtOWZlYS1mYzc5YjUzMjZkYmE=,2021-01-06T04:17:20-06:00,"['urination', 'cat in box']","4:16:53	4:18:01	Confirmed activity, cat in the box, urination ",Mrs. Buttersworth,4560,"[2568, 977, -1139, 3016]",5425,10506,7320.97476,2241.158862,103.974941,16,12
